    0.0000     0.0000     0.0000 
   21.6800     0.3140     0.4710 
   49.9100     0.7410     1.1115 
   64.1800     0.9820     1.4730 
   86.8600     1.3810     2.0715 
  104.2100     1.7000     2.5500 
  121.1000     2.0200     3.0300 
  137.3000     2.3410     3.5115 
  156.9600     2.7390     4.1085 
  172.2600     3.0600     4.5900 
  187.2600     3.3790     5.0685 
  201.8800     3.6990     5.5485 
  216.1500     4.0200     6.0300 
  229.9600     4.3390     6.5085 
  243.5100     4.6590     6.9885 
  259.8900     5.0590     7.5885 
  272.7300     5.3790     8.0685 
  285.0800     5.6970     8.5455 
  297.5800     6.0190     9.0285 
  309.3300     6.3370     9.5055 
  321.1800     6.6580     9.9870 
  335.4000     7.0580    10.5870 
  346.4100     7.3760    11.0640 
  357.2200     7.6960    11.5440 
  367.9800     8.0160    12.0240 
  378.5500     8.3390    12.5085 
  388.6500     8.6550    12.9825 
  401.3500     9.0550    13.5825 
  411.5300     9.3760    14.0640 
  421.3700     9.6950    14.5425 
  429.0600     9.9620    14.9430 
  406.4000     9.7080    15.3240 
  382.5300     9.3440    15.8700 
  360.2700     8.9520    16.4580 
  343.3200     8.6310    16.9395 
  327.2700     8.3120    17.4180 
  311.7700     7.9930    17.8965 
  296.4400     7.6720    18.3780 
  281.6400     7.3520    18.8580 
  263.2800     6.9530    19.4565 
  248.8000     6.6330    19.9365 
  234.3700     6.3140    20.4150 
  219.9100     5.9920    20.8980 
  205.6400     5.6730    21.3765 
  191.5500     5.3540    21.8550 
  173.6100     4.9540    22.4550 
  159.5000     4.6350    22.9335 
  145.1900     4.3140    23.4150 
  131.7100     3.9950    23.8935 
  117.3300     3.6740    24.3750 
  103.0200     3.3550    24.8535 
   84.7000     2.9540    25.4550 
   70.3900     2.6360    25.9320 
   55.5400     2.3160    26.4120 
   41.0700     1.9960    26.8920 
   26.2200     1.6740    27.3750 
   11.8500     1.3570    27.8505 
   -6.6300     0.9560    28.4520 
  -21.2500     0.6370    28.9305 
  -36.0500     0.3160    29.4120 
  -50.6400    -0.0030    29.8905 
  -65.2200    -0.3230    30.3705 
  -79.6000    -0.6410    30.8475 
  -97.7100    -1.0420    31.4490 
 -111.7200    -1.3620    31.9290 
 -125.6400    -1.6810    32.4075 
