0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.818271941945067027e-02,1.004909135970972534e+00,1.036353615520276605e+00
3.805574793021726521e-01,1.019027873965108633e+00,2.586452821869478669e+00
6.020252979700968510e-01,1.030101264898504843e+00,4.274338624338611226e+00
8.693049657938223262e-01,1.043465248289691116e+00,5.893331128747782088e+00
1.090114568238242931e+00,1.054505728411912147e+00,7.408983686067003305e+00
1.373147544344468507e+00,1.068657377217223425e+00,9.131316137566130919e+00
1.656048877205993364e+00,1.082802443860299668e+00,1.081920194003526348e+01
2.000120437771713000e+00,1.100006021888585650e+00,1.243819444444444144e+01
2.313211954751235311e+00,1.115660597737561766e+00,1.398829365079364351e+01
2.611076736427055955e+00,1.130553836821352798e+00,1.557283950617283352e+01
3.000828502903880590e+00,1.150041425145194030e+00,1.708849206349205474e+01
3.344505133735493629e+00,1.167225256686774681e+00,1.860414462081127596e+01
3.703803429604919373e+00,1.185190171480245969e+00,2.018869047619047308e+01
4.062706795740238519e+00,1.203135339787011926e+00,2.166989638447970634e+01
4.498533697862256986e+00,1.224926684893112849e+00,2.318554894179893466e+01
4.964550784102277348e+00,1.248227539205113867e+00,2.456341490299823249e+01
5.415341135038591602e+00,1.270767056751929580e+00,2.597572751322750406e+01
5.896584956582309189e+00,1.294829247829115459e+00,2.731914682539682104e+01
6.439262292319622993e+00,1.321963114615981150e+00,2.866256613756613092e+01
6.996771433626536307e+00,1.349838571681326815e+00,2.986819885361551741e+01
7.523432174591944133e+00,1.376171608729597207e+00,3.103938492063491594e+01
8.126753165054658723e+00,1.406337658252732936e+00,3.217612433862433363e+01
8.699094111931167106e+00,1.434954705596558355e+00,3.324397045855378963e+01
9.394170443950175198e+00,1.469708522197508804e+00,3.427736992945325767e+01
1.001245488322718202e+01,1.500622744161359101e+00,3.531076940035273282e+01
1.066158772284569345e+01,1.533079386142284672e+00,3.637861552028218171e+01
1.129430903795819674e+01,1.564715451897909837e+00,3.717088844797177671e+01
1.200408553230210451e+01,1.600204276615105226e+00,3.803205467372133342e+01
1.265229686920770646e+01,1.632614843460385323e+00,3.885877425044091638e+01
1.331586658466171080e+01,1.665793329233085540e+00,3.968549382716049223e+01
1.399518960839821524e+01,1.699759480419910762e+00,4.061555335097001773e+01
1.473515628686011603e+01,1.736757814343005801e+00,4.133893298059964394e+01
1.538323598052102170e+01,1.769161799026051085e+00,4.213120590828923895e+01
1.607699588009302616e+01,1.803849794004651397e+00,4.282013888888889142e+01
1.689401773778632432e+01,1.844700886889316216e+00,4.361241181657848642e+01
1.746543718194993033e+01,1.873271859097496606e+00,4.443913139329805517e+01
1.820540386041183112e+01,1.910270193020591645e+00,4.516251102292768849e+01
1.889916375998383913e+01,1.944958187999191956e+00,4.585144400352733385e+01
1.960854532459363142e+01,1.980427266229681571e+00,4.660927028218694801e+01
2.037870218717353410e+01,2.018935109358676705e+00,4.719486331569665083e+01
2.104148204315933413e+01,2.052074102157966706e+00,4.781490299823633450e+01
2.175033703479033065e+01,2.087516851739516621e+00,4.843494268077601816e+01
2.245892873993193817e+01,2.122946436996596908e+00,4.898608906525573303e+01
2.324418069457083291e+01,2.162209034728541646e+00,4.950278880070546705e+01
2.395316732944653637e+01,2.197658366472326819e+00,5.015727513227513157e+01
2.470783417023332973e+01,2.235391708511666575e+00,5.070842151675485354e+01
2.544727427571642764e+01,2.272363713785821471e+00,5.129401455026454926e+01
2.613998102933082990e+01,2.306999051466541495e+00,5.170737433862434074e+01
2.684857273447242676e+01,2.342428636723621338e+00,5.225852072310405561e+01
2.763395633235602489e+01,2.381697816617801333e+00,5.280966710758377758e+01
2.835777477280132786e+01,2.417888738640066482e+00,5.332636684303351160e+01
2.902108120176593076e+01,2.451054060088296627e+00,5.408419312169311866e+01
2.976131116671723476e+01,2.488065558335861738e+00,5.487646604938272077e+01
3.022351059886092983e+01,2.511175529943046492e+00,5.525537918871252430e+01
2.991682109998987471e+01,2.504158945000506176e+00,5.470423280423280232e+01
3.033689469382939308e+01,2.483155265308530257e+00,5.329192019400353075e+01
3.087970367281140938e+01,2.456014816359429531e+00,5.191405423280423292e+01
3.142224936530402246e+01,2.428887531734798877e+00,5.060508156966490390e+01
3.190349318684774005e+01,2.404825340657612998e+00,4.926166225749559402e+01
3.244551230636155026e+01,2.377724384681922487e+00,4.809047619047618838e+01
3.297283126355046079e+01,2.351358436822477138e+00,4.674705687830687850e+01
3.351511366955367777e+01,2.324244316522316112e+00,4.550697751322751117e+01
3.404190605376378898e+01,2.297904697311810462e+00,4.430134479717813178e+01
3.461451028712970412e+01,2.269274485643514971e+00,4.316460537918871410e+01
3.517267764466011215e+01,2.241366117766994570e+00,4.178673941798941627e+01
3.571482840741862219e+01,2.214258579629068802e+00,4.058110670194002978e+01
3.627207426223613851e+01,2.186396286888192986e+00,3.944436728395061209e+01
3.686030016063985215e+01,2.156984991968007304e+00,3.823873456790123271e+01
3.741780930194676102e+01,2.129109534902661860e+00,3.703310185185185333e+01
3.800577191386107501e+01,2.099711404306946250e+00,3.589636243386242853e+01
3.860896126107908799e+01,2.069551936946045778e+00,3.479406966490299169e+01
3.915124366708229786e+01,2.042437816645885196e+00,3.355399029982363146e+01
3.973894299250720508e+01,2.013052850374639657e+00,3.248614417989417547e+01
4.032730053415561855e+01,1.983634973292219161e+00,3.124606481481481168e+01
4.094545333018793087e+01,1.952727333490603456e+00,3.024711199294532094e+01
4.153367922859163741e+01,1.923316038570418218e+00,2.904147927689594155e+01
4.207569834810545473e+01,1.896215082594727264e+00,2.787029320987653591e+01
4.267915098181286737e+01,1.866042450909356720e+00,2.669910714285713738e+01
4.326685030723776748e+01,1.836657484638111626e+00,2.563126102292768138e+01
4.385507620564148112e+01,1.807246189717925944e+00,2.442562830687830200e+01
4.441245370370369017e+01,1.779377314814815314e+00,2.325444223985890346e+01
4.500041631561800415e+01,1.749979184219099704e+00,2.211770282186947867e+01
4.558837892753231813e+01,1.720581053623384093e+00,2.098096340388006809e+01
4.616111480414292600e+01,1.691944259792853789e+00,1.980977733686066244e+01
4.671888723193924164e+01,1.664055638403037829e+00,1.853525132275131426e+01
4.727626473000145069e+01,1.636186763499927421e+00,1.736406525573191573e+01
4.781854713600466766e+01,1.609072643199766617e+00,1.612398589065254839e+01
4.837605627731157654e+01,1.581197186134421173e+00,1.491835317460316190e+01
